window,timestamp_s,predicted_class,confidence,p_clean,p_jam_am,p_jam_chirp,p_jam_dme,p_jam_fm,p_jam_narrowband,p_spoof_dynamic,p_spoof_matched_time,p_spoof_overpowered_gradual,p_spoof_overpowered_instant,p_spoof_position_push,preproc_gpu_ms,infer_gpu_ms,pipeline_ms
1557,83.446,clean,0.554440,0.554440,0.002360,0.003128,0.021228,0.005632,0.024277,0.095393,0.008654,0.024176,0.224695,0.036016,18.104,4.442,23.094
1558,83.499,clean,0.498641,0.498641,0.002551,0.002476,0.050303,0.007164,0.013199,0.109694,0.011490,0.020903,0.253857,0.029723,18.972,4.439,24.011
1559,83.553,clean,0.505010,0.505010,0.002615,0.002779,0.040608,0.007093,0.016325,0.119866,0.010868,0.023793,0.237581,0.033461,18.618,4.459,23.649
1560,83.606,clean,0.560117,0.560117,0.002385,0.003614,0.017125,0.005152,0.026127,0.086359,0.008303,0.022591,0.233613,0.034615,18.283,4.450,23.313
1561,83.659,clean,0.524354,0.524354,0.002626,0.002843,0.035803,0.006843,0.019131,0.115930,0.010838,0.024228,0.217273,0.040129,18.265,4.458,23.310
1562,83.712,clean,0.594416,0.594416,0.002108,0.003575,0.013181,0.004508,0.028297,0.081027,0.007495,0.021477,0.210757,0.033161,18.547,4.431,23.543
1563,83.764,clean,0.483814,0.483814,0.003059,0.003920,0.032076,0.007848,0.024246,0.104856,0.013677,0.026310,0.260197,0.039997,18.337,4.428,23.323
1564,83.817,clean,0.498310,0.498310,0.002477,0.002537,0.044762,0.006965,0.013632,0.109832,0.011095,0.020841,0.257852,0.031696,18.420,4.435,23.410
1565,83.869,clean,0.501084,0.501084,0.002462,0.002451,0.045683,0.007067,0.013824,0.105966,0.012585,0.020537,0.256842,0.031498,18.283,4.453,23.292
1566,83.922,clean,0.493279,0.493279,0.002590,0.002360,0.059609,0.007780,0.012601,0.103559,0.013761,0.019415,0.254831,0.030215,18.350,4.447,23.355
1567,83.974,clean,0.523915,0.523915,0.002638,0.002989,0.031157,0.006537,0.019954,0.108292,0.011770,0.024426,0.228867,0.039455,18.162,4.455,23.176
1568,84.027,clean,0.494972,0.494972,0.003072,0.003314,0.041268,0.007505,0.018998,0.118170,0.012601,0.025464,0.236740,0.037896,18.238,4.515,23.306
1569,84.080,clean,0.521678,0.521678,0.002614,0.002996,0.033101,0.006760,0.019995,0.108110,0.011342,0.024093,0.232546,0.036766,18.245,4.469,23.290
1570,84.132,clean,0.561478,0.561478,0.002169,0.002602,0.024321,0.005265,0.019169,0.102334,0.007665,0.022839,0.218663,0.033496,18.284,4.457,23.310
1571,84.185,clean,0.509546,0.509546,0.002473,0.002363,0.048897,0.006950,0.013484,0.105699,0.011336,0.020817,0.248515,0.029919,18.368,4.447,23.369
1572,84.237,clean,0.516375,0.516375,0.002489,0.002478,0.044635,0.007080,0.015081,0.112393,0.010769,0.022486,0.232201,0.034013,18.155,4.450,23.176
1573,84.290,clean,0.567326,0.567326,0.002208,0.004758,0.010113,0.004612,0.032784,0.067573,0.008043,0.021124,0.250540,0.030920,18.164,4.452,23.167
1574,84.342,clean,0.531387,0.531387,0.002482,0.004893,0.013170,0.005360,0.030774,0.076175,0.009140,0.022779,0.267926,0.035913,18.111,4.450,23.121
1575,84.395,clean,0.505590,0.505590,0.003118,0.004050,0.026068,0.006698,0.025062,0.093459,0.014097,0.024921,0.253212,0.043726,18.385,4.451,23.443
1576,84.448,clean,0.495464,0.495464,0.003016,0.003583,0.029541,0.006661,0.021135,0.106658,0.011455,0.025802,0.255517,0.041170,18.276,4.448,23.271
1577,84.501,clean,0.554004,0.554004,0.002553,0.003441,0.022022,0.005721,0.024799,0.093985,0.009296,0.024274,0.224162,0.035743,18.344,4.462,23.382
1578,84.553,clean,0.503388,0.503388,0.002636,0.002853,0.040645,0.007066,0.016274,0.113980,0.011397,0.022546,0.245999,0.033215,18.331,4.445,23.337
1579,84.606,clean,0.516987,0.516987,0.002329,0.002448,0.041474,0.006703,0.014565,0.111066,0.010248,0.021313,0.242140,0.030728,18.163,4.444,23.157
1580,84.658,clean,0.480778,0.480778,0.002712,0.004270,0.018722,0.005751,0.022367,0.084863,0.010320,0.022918,0.312689,0.034608,18.248,4.465,23.283
1581,84.711,clean,0.521988,0.521988,0.002601,0.003467,0.026144,0.006400,0.022681,0.092722,0.012464,0.023879,0.252672,0.034983,18.386,4.456,23.401
1582,84.763,clean,0.471887,0.471887,0.003170,0.004051,0.032745,0.008072,0.024422,0.106662,0.013159,0.026514,0.269486,0.039831,18.348,4.466,23.407
1583,84.815,clean,0.487713,0.487713,0.002451,0.002420,0.050802,0.006955,0.011547,0.102646,0.011278,0.018782,0.277999,0.027407,18.245,4.447,23.304
1584,84.868,clean,0.473648,0.473648,0.003179,0.004361,0.029733,0.007893,0.026117,0.101283,0.012925,0.025854,0.274978,0.040028,18.234,4.459,23.255
1585,84.920,clean,0.484368,0.484368,0.002895,0.004117,0.024210,0.006776,0.023923,0.095968,0.011519,0.025377,0.284482,0.036365,18.147,4.445,23.148
1586,84.973,clean,0.487330,0.487330,0.002756,0.003525,0.030129,0.006847,0.020033,0.100910,0.012148,0.023291,0.278587,0.034444,18.506,4.463,23.545
1587,85.025,clean,0.538271,0.538271,0.002581,0.004196,0.017376,0.005790,0.028473,0.084742,0.009357,0.024425,0.248739,0.036051,18.329,4.448,23.352
1588,85.078,clean,0.465932,0.465932,0.002745,0.003274,0.039596,0.007692,0.016229,0.106887,0.013224,0.022382,0.289884,0.032155,18.367,4.454,23.389
1589,85.131,clean,0.501939,0.501939,0.002898,0.003840,0.027172,0.006678,0.023026,0.100843,0.011464,0.025706,0.259155,0.037281,18.567,4.449,23.628
1590,85.186,clean,0.488071,0.488071,0.002353,0.002412,0.049837,0.007189,0.011763,0.098714,0.011520,0.018597,0.283461,0.026082,19.719,4.462,24.746
1591,85.239,clean,0.504018,0.504018,0.002486,0.002903,0.032812,0.006530,0.017234,0.115625,0.009221,0.023639,0.251883,0.033650,18.685,4.473,23.778
1592,85.293,clean,0.510411,0.510411,0.002734,0.003101,0.033279,0.006923,0.019977,0.110419,0.011154,0.024650,0.238794,0.038557,18.639,4.439,23.660
1593,85.347,clean,0.561485,0.561485,0.002504,0.003764,0.017106,0.005278,0.027276,0.090919,0.008090,0.024702,0.222160,0.036717,19.812,4.479,24.906
1594,85.401,clean,0.550233,0.550233,0.002463,0.003058,0.025450,0.005930,0.022483,0.101390,0.009401,0.024540,0.217558,0.037494,18.742,4.462,23.776
1595,85.453,clean,0.501629,0.501629,0.002301,0.002719,0.036506,0.006445,0.014424,0.108031,0.010618,0.020326,0.268148,0.028852,18.219,4.457,23.228
1596,85.506,clean,0.479479,0.479479,0.002791,0.002908,0.045899,0.007911,0.015887,0.114482,0.012211,0.023652,0.261044,0.033735,18.134,4.455,23.141
1597,85.558,clean,0.487825,0.487825,0.002580,0.003380,0.029265,0.006448,0.017887,0.100137,0.011243,0.022322,0.286259,0.032653,18.102,4.461,23.121
1598,85.611,clean,0.493917,0.493917,0.002308,0.002366,0.051327,0.007158,0.012091,0.097193,0.012954,0.017399,0.277215,0.026071,18.227,4.497,23.288
1599,85.664,clean,0.492522,0.492522,0.002125,0.002223,0.047429,0.006767,0.010686,0.099633,0.010402,0.018036,0.285444,0.024735,18.326,4.453,23.336
1600,85.717,clean,0.526457,0.526457,0.002490,0.002868,0.029623,0.006182,0.019286,0.107226,0.009779,0.023074,0.237245,0.035770,18.358,4.454,23.366
1601,85.769,clean,0.504769,0.504769,0.002667,0.003000,0.036280,0.007036,0.018263,0.114109,0.012040,0.024267,0.240182,0.037387,18.370,4.454,23.405
1602,85.822,clean,0.512990,0.512990,0.002844,0.003159,0.037548,0.006773,0.018592,0.114440,0.012033,0.023791,0.230086,0.037745,18.256,4.474,23.280
1603,85.874,clean,0.549401,0.549401,0.002521,0.003861,0.018460,0.005444,0.025539,0.089444,0.009532,0.023639,0.234716,0.037442,18.317,4.461,23.332
1604,85.927,clean,0.504889,0.504889,0.002102,0.002047,0.051450,0.006425,0.009813,0.094502,0.010541,0.016888,0.277165,0.024178,18.264,4.449,23.271
1605,85.979,clean,0.484203,0.484203,0.002230,0.002195,0.055056,0.006683,0.009118,0.094417,0.011961,0.015967,0.295531,0.022640,18.320,4.440,23.385
1606,86.032,clean,0.471031,0.471031,0.002643,0.002411,0.063207,0.007605,0.010579,0.105499,0.013784,0.018783,0.276439,0.028020,18.347,4.447,23.343
1607,86.085,clean,0.491720,0.491720,0.002376,0.002650,0.041284,0.006837,0.013443,0.102209,0.012032,0.018869,0.280408,0.028171,18.311,4.465,23.329
1608,86.138,clean,0.478598,0.478598,0.002601,0.001965,0.081313,0.007196,0.008131,0.092888,0.012611,0.015739,0.277705,0.021254,19.177,4.443,24.194
1609,86.193,clean,0.465675,0.465675,0.002750,0.002350,0.071337,0.006960,0.008017,0.094692,0.014479,0.015687,0.293400,0.024653,20.515,4.456,25.513
1610,86.248,clean,0.475588,0.475588,0.002107,0.001596,0.077755,0.006261,0.005544,0.079339,0.010864,0.011844,0.312125,0.016976,19.895,4.475,24.947
1611,86.302,clean,0.496297,0.496297,0.002362,0.002374,0.051091,0.006847,0.011138,0.096478,0.012975,0.017253,0.277004,0.026180,19.290,4.444,24.300
1612,86.356,clean,0.509710,0.509710,0.002306,0.002340,0.047126,0.006799,0.012988,0.100170,0.012355,0.018427,0.258662,0.029117,18.537,4.458,23.572
1613,86.408,clean,0.503082,0.503082,0.002648,0.003938,0.021164,0.006181,0.023273,0.089106,0.010017,0.023776,0.282441,0.034376,18.333,4.458,23.371
1614,86.461,clean,0.507743,0.507743,0.002495,0.002480,0.048923,0.007243,0.014134,0.110467,0.011174,0.021692,0.243202,0.030448,18.364,4.461,23.390
1615,86.514,clean,0.521216,0.521216,0.002505,0.003008,0.031936,0.006572,0.019268,0.108281,0.010776,0.023098,0.239432,0.033907,18.374,4.462,23.403
1616,86.567,clean,0.518422,0.518422,0.002818,0.003437,0.029836,0.006819,0.023844,0.104996,0.011529,0.024472,0.234149,0.039677,18.182,4.450,23.227
1617,86.619,clean,0.512890,0.512890,0.002370,0.002274,0.053450,0.006916,0.012218,0.102731,0.013178,0.018157,0.247209,0.028607,18.341,4.458,23.431
1618,86.673,clean,0.484878,0.484878,0.002559,0.002864,0.044197,0.007508,0.015324,0.108949,0.012529,0.020414,0.270491,0.030287,18.434,4.452,23.458
1619,86.726,clean,0.490913,0.490913,0.002417,0.002729,0.039551,0.007248,0.015229,0.105729,0.012837,0.020167,0.272866,0.030314,18.228,4.463,23.266
1620,86.779,clean,0.487244,0.487244,0.002776,0.003909,0.022788,0.006621,0.023010,0.091386,0.011837,0.024483,0.286484,0.039463,18.342,4.453,23.353
1621,86.832,clean,0.516352,0.516352,0.002579,0.003076,0.030772,0.006322,0.018856,0.109394,0.010585,0.022802,0.245157,0.034105,18.694,4.456,23.709
1622,86.886,clean,0.499064,0.499064,0.002772,0.003504,0.028628,0.006850,0.021898,0.108813,0.009671,0.025675,0.256476,0.036649,18.643,4.450,23.669
1623,86.939,clean,0.498635,0.498635,0.002533,0.002513,0.051671,0.007929,0.014704,0.102865,0.013516,0.020526,0.254750,0.030356,18.461,4.498,23.544
1624,86.992,clean,0.486354,0.486354,0.002252,0.001991,0.065153,0.007223,0.009093,0.096025,0.011212,0.016543,0.282683,0.021472,18.380,4.474,23.425
1625,87.044,clean,0.497779,0.497779,0.002508,0.003181,0.030643,0.006749,0.018663,0.100866,0.012325,0.022690,0.271656,0.032941,18.292,4.446,23.307
1626,87.097,clean,0.480280,0.480280,0.002716,0.002577,0.057903,0.007364,0.011794,0.107191,0.013753,0.019944,0.267630,0.028849,18.317,4.449,23.336
1627,87.149,clean,0.483135,0.483135,0.002531,0.002594,0.048410,0.007464,0.013360,0.110865,0.011489,0.021207,0.266781,0.032165,18.342,4.433,23.329
1628,87.201,clean,0.532172,0.532172,0.002303,0.002900,0.024190,0.005564,0.018943,0.100858,0.008722,0.022910,0.246720,0.034717,18.279,4.460,23.289
1629,87.254,clean,0.457803,0.457803,0.002110,0.001476,0.093521,0.006749,0.005222,0.075643,0.010668,0.012068,0.318465,0.016276,18.271,4.472,23.347
1630,87.307,clean,0.478334,0.478334,0.002500,0.002123,0.068722,0.007471,0.009253,0.096693,0.012399,0.016358,0.282474,0.023673,18.370,4.470,23.463
1631,87.360,clean,0.504368,0.504368,0.002703,0.003292,0.035639,0.006901,0.018992,0.107017,0.013178,0.021972,0.251256,0.034683,18.379,4.420,23.358
1632,87.413,clean,0.505128,0.505128,0.002474,0.002297,0.052903,0.006787,0.011950,0.105260,0.012331,0.018842,0.252308,0.029718,18.505,4.451,23.537
1633,87.466,clean,0.507024,0.507024,0.002144,0.002123,0.051540,0.006420,0.010046,0.096529,0.010492,0.016302,0.273582,0.023798,18.225,4.449,23.225
1634,87.518,clean,0.519946,0.519946,0.002281,0.002224,0.050875,0.006668,0.012371,0.103547,0.011833,0.018531,0.242816,0.028909,18.200,4.445,23.200
1635,87.571,clean,0.516716,0.516716,0.002291,0.002124,0.054550,0.006852,0.011530,0.099190,0.011965,0.018683,0.249574,0.026525,18.162,4.464,23.186
1636,87.624,clean,0.502872,0.502872,0.002689,0.003167,0.032605,0.006690,0.019002,0.110785,0.010673,0.023712,0.252566,0.035240,18.391,4.446,23.391
1637,87.677,clean,0.556341,0.556341,0.002694,0.003824,0.021636,0.006456,0.030691,0.090559,0.009854,0.025463,0.211323,0.041158,18.287,4.441,23.285
1638,87.729,clean,0.531486,0.531486,0.002818,0.003489,0.027631,0.006119,0.022463,0.099847,0.012200,0.024279,0.230679,0.038989,18.208,4.467,23.244
1639,87.781,clean,0.530921,0.530921,0.002476,0.002862,0.031568,0.006309,0.019564,0.111980,0.009561,0.024433,0.223741,0.036587,18.282,4.455,23.297
1640,87.834,clean,0.595852,0.595852,0.002155,0.003914,0.012946,0.004814,0.032255,0.077422,0.007670,0.022289,0.206802,0.033881,18.244,4.478,23.291
1641,87.888,clean,0.617289,0.617289,0.002147,0.004196,0.010194,0.004480,0.039179,0.073653,0.006406,0.023352,0.182595,0.036509,18.378,4.455,23.399
1642,87.940,clean,0.608751,0.608751,0.002191,0.003496,0.014108,0.004836,0.031797,0.083401,0.006671,0.024474,0.185304,0.034971,18.416,4.450,23.419
1643,87.993,clean,0.514980,0.514980,0.002402,0.002261,0.052247,0.007231,0.013173,0.105634,0.012026,0.020204,0.237547,0.032294,18.353,4.448,23.355
1644,88.047,clean,0.524300,0.524300,0.002709,0.003391,0.028333,0.006397,0.021985,0.102033,0.010553,0.023860,0.239679,0.036760,19.521,4.448,24.533
1645,88.100,clean,0.518104,0.518104,0.002338,0.002655,0.038205,0.006610,0.015886,0.107397,0.010882,0.021210,0.247324,0.029389,18.356,4.468,23.401
1646,88.153,clean,0.527179,0.527179,0.002447,0.003243,0.024675,0.006142,0.021819,0.099435,0.009933,0.023497,0.244631,0.037000,18.275,4.457,23.291
1647,88.205,clean,0.502598,0.502598,0.002485,0.002275,0.058858,0.007086,0.011295,0.095988,0.013321,0.017945,0.260316,0.027832,18.415,4.467,23.457
1648,88.259,clean,0.507929,0.507929,0.002716,0.003657,0.027008,0.006554,0.022362,0.099094,0.011726,0.024638,0.259023,0.035293,18.411,4.465,23.439
1649,88.311,clean,0.492533,0.492533,0.002735,0.002935,0.040715,0.006956,0.015489,0.111686,0.011912,0.021980,0.259373,0.033686,18.251,4.447,23.297
1650,88.364,clean,0.560175,0.560175,0.002254,0.002936,0.022386,0.005298,0.021372,0.094785,0.008596,0.022938,0.225759,0.033503,18.339,4.472,23.382
1651,88.416,clean,0.548796,0.548796,0.002444,0.002985,0.025496,0.005621,0.020753,0.099876,0.009178,0.022876,0.227320,0.034655,18.515,4.461,23.545
1652,88.469,clean,0.606494,0.606494,0.002170,0.003539,0.015314,0.004762,0.029217,0.083821,0.007305,0.022969,0.191980,0.032428,18.345,4.457,23.363
1653,88.522,clean,0.600019,0.600019,0.002183,0.003503,0.014008,0.004789,0.030141,0.080248,0.007799,0.023008,0.196974,0.037328,18.255,4.442,23.278
1654,88.574,clean,0.542609,0.542609,0.002607,0.002939,0.031102,0.006166,0.020340,0.106332,0.010237,0.024672,0.214887,0.038110,18.235,4.459,23.253
1655,88.627,clean,0.584262,0.584262,0.002407,0.003578,0.017243,0.005157,0.028579,0.090281,0.008015,0.023874,0.198438,0.038166,18.199,4.450,23.265
1656,88.681,clean,0.447986,0.447986,0.002285,0.001565,0.095857,0.006447,0.004665,0.074683,0.012900,0.011264,0.326086,0.016262,18.424,4.460,23.455
1657,88.733,clean,0.526085,0.526085,0.002031,0.001911,0.052422,0.006205,0.009989,0.096609,0.009432,0.016841,0.255747,0.022728,18.287,4.468,23.332
1658,88.785,clean,0.544941,0.544941,0.002307,0.002706,0.030037,0.005889,0.018802,0.107575,0.009517,0.021717,0.221817,0.034692,18.367,4.459,23.381
1659,88.837,clean,0.519593,0.519593,0.002665,0.002656,0.047189,0.006972,0.015340,0.112388,0.012324,0.021815,0.224562,0.034496,18.285,4.450,23.286
1660,88.890,clean,0.504258,0.504258,0.002922,0.003223,0.041533,0.007889,0.020625,0.113395,0.014017,0.024684,0.229489,0.037963,18.233,4.442,23.228
1661,88.943,clean,0.521776,0.521776,0.002428,0.002423,0.046589,0.007071,0.015282,0.110560,0.012156,0.021804,0.225724,0.034187,18.218,4.462,23.257
1662,88.995,clean,0.522575,0.522575,0.002543,0.002492,0.055294,0.007568,0.014687,0.105154,0.012263,0.021180,0.225286,0.030958,18.281,4.458,23.383
1663,89.050,clean,0.606509,0.606509,0.001999,0.003210,0.015898,0.004669,0.026863,0.083838,0.007953,0.020247,0.198786,0.030029,19.180,4.448,24.173
1664,89.105,clean,0.537262,0.537262,0.002339,0.002267,0.046434,0.006565,0.014155,0.102816,0.012125,0.020058,0.225260,0.030719,19.144,4.449,24.173
1665,89.158,clean,0.583424,0.583424,0.002230,0.003899,0.013551,0.004814,0.030171,0.080499,0.007583,0.023207,0.215737,0.034885,18.719,4.460,23.754
1666,89.211,clean,0.524188,0.524188,0.002443,0.002507,0.039447,0.006503,0.015794,0.115304,0.010804,0.022573,0.227018,0.033419,18.731,4.449,23.796
1667,89.267,clean,0.524729,0.524729,0.002541,0.002639,0.038624,0.006595,0.016822,0.116001,0.010086,0.024484,0.220948,0.036531,20.094,4.503,25.166
1668,89.322,clean,0.494682,0.494682,0.002774,0.002661,0.057031,0.008052,0.015342,0.108701,0.013854,0.021777,0.241453,0.033672,20.479,4.449,25.490
1669,89.376,clean,0.515083,0.515083,0.002543,0.002586,0.045223,0.007152,0.015744,0.115535,0.011425,0.022988,0.228100,0.033621,18.959,4.456,23.972
1670,89.428,clean,0.538014,0.538014,0.002557,0.002950,0.030345,0.006121,0.020184,0.109096,0.009687,0.024049,0.218823,0.038173,18.322,4.460,23.360
1671,89.481,clean,0.533034,0.533034,0.002439,0.002546,0.040167,0.006616,0.016801,0.112015,0.011322,0.022567,0.217886,0.034607,18.291,4.460,23.307
1672,89.534,clean,0.516281,0.516281,0.002462,0.002301,0.052640,0.007236,0.013828,0.109208,0.012035,0.020788,0.232374,0.030848,18.298,4.467,23.347
1673,89.587,clean,0.535300,0.535300,0.002277,0.002288,0.042296,0.006507,0.014725,0.108161,0.010306,0.021192,0.224722,0.032226,18.194,4.493,23.245
1674,89.640,clean,0.560015,0.560015,0.002321,0.002672,0.029159,0.006234,0.022291,0.103390,0.009781,0.023315,0.203851,0.036971,18.409,4.429,23.398
1675,89.693,clean,0.527577,0.527577,0.002639,0.002491,0.049720,0.007259,0.016650,0.112532,0.011950,0.023308,0.210359,0.035514,18.170,4.441,23.171
1676,89.745,clean,0.534480,0.534480,0.002532,0.002559,0.040386,0.006580,0.017342,0.111074,0.011809,0.022888,0.213134,0.037215,18.246,4.465,23.265
1677,89.798,clean,0.504037,0.504037,0.002536,0.002260,0.058909,0.007232,0.011860,0.101549,0.013283,0.019123,0.250992,0.028218,18.185,4.453,23.193
1678,89.851,clean,0.513305,0.513305,0.002532,0.002229,0.056524,0.006729,0.011787,0.109069,0.011348,0.019800,0.238357,0.028320,18.260,4.467,23.300
1679,89.904,clean,0.533594,0.533594,0.002366,0.002540,0.036546,0.006411,0.017169,0.114078,0.009303,0.023090,0.220563,0.034339,18.500,4.443,23.520
1680,89.957,clean,0.534038,0.534038,0.002642,0.002756,0.037914,0.006937,0.019771,0.112050,0.011167,0.025217,0.208319,0.039189,18.313,4.438,23.306
1681,90.010,clean,0.524756,0.524756,0.002698,0.002563,0.044155,0.006530,0.016140,0.118511,0.012111,0.022776,0.212104,0.037657,18.293,4.471,23.338
1682,90.063,clean,0.513384,0.513384,0.003072,0.002969,0.048145,0.007872,0.020094,0.119537,0.013430,0.026707,0.203795,0.040995,18.307,4.470,23.400
1683,90.116,clean,0.506843,0.506843,0.002184,0.002069,0.052063,0.006531,0.010276,0.099377,0.011358,0.017211,0.266694,0.025394,18.290,4.462,23.304
1684,90.171,clean,0.496429,0.496429,0.002327,0.001941,0.068044,0.007051,0.009170,0.093258,0.012715,0.015673,0.269205,0.024187,19.363,4.446,24.380
1685,90.224,clean,0.520712,0.520712,0.002445,0.002490,0.043723,0.006885,0.015317,0.110774,0.011188,0.021560,0.231517,0.033389,19.514,4.459,24.514
1686,90.279,clean,0.521512,0.521512,0.002952,0.003129,0.042692,0.007497,0.021246,0.115885,0.012517,0.025376,0.207042,0.040152,19.080,4.456,24.154
1687,90.334,clean,0.532410,0.532410,0.002377,0.002413,0.040413,0.006449,0.015492,0.112473,0.010597,0.021546,0.221305,0.034525,20.073,4.453,25.096
1688,90.390,clean,0.565166,0.565166,0.002592,0.003095,0.025281,0.005798,0.025116,0.105475,0.008516,0.026153,0.191926,0.040880,20.401,4.455,25.392
1689,90.443,clean,0.579938,0.579938,0.002275,0.003856,0.014179,0.005015,0.030369,0.080197,0.008747,0.022748,0.217917,0.034758,18.247,4.464,23.341
1690,90.496,clean,0.534779,0.534779,0.002420,0.002621,0.037499,0.006338,0.016875,0.113178,0.010632,0.021937,0.219028,0.034692,18.380,4.445,23.399
1691,90.549,clean,0.527305,0.527305,0.002240,0.002121,0.051406,0.006338,0.011606,0.100451,0.011157,0.017513,0.243831,0.026032,18.265,4.433,23.260
1692,90.602,clean,0.541932,0.541932,0.002284,0.002763,0.029255,0.005904,0.018665,0.101876,0.010138,0.021861,0.232901,0.032421,18.264,4.453,23.267
1693,90.656,clean,0.525311,0.525311,0.002239,0.002309,0.044828,0.006854,0.014193,0.102947,0.011131,0.019995,0.240024,0.030169,19.338,4.500,24.348
1694,90.710,clean,0.578878,0.578878,0.002106,0.003768,0.012998,0.004702,0.028608,0.077526,0.008351,0.021398,0.229208,0.032458,17.464,4.527,22.566
1695,90.762,clean,0.539073,0.539073,0.002365,0.002830,0.029086,0.005846,0.019045,0.105877,0.009506,0.022012,0.231387,0.032974,16.796,4.467,21.774
1696,90.814,clean,0.484487,0.484487,0.002318,0.002829,0.036551,0.006673,0.013843,0.101205,0.011745,0.019803,0.293036,0.027510,17.709,4.467,22.730
1697,90.867,clean,0.517119,0.517119,0.002421,0.003207,0.028625,0.006307,0.019652,0.097194,0.011926,0.021650,0.261120,0.030779,17.966,4.450,23.057
1698,90.919,clean,0.514008,0.514008,0.002250,0.002633,0.036761,0.006490,0.014963,0.105571,0.010792,0.019823,0.258878,0.027831,17.730,4.451,22.643
1699,90.971,clean,0.494227,0.494227,0.002372,0.002632,0.041990,0.006786,0.013171,0.103611,0.011164,0.019091,0.276300,0.028657,17.639,4.455,22.597
1700,91.025,clean,0.582369,0.582369,0.002308,0.003018,0.021841,0.005424,0.025250,0.096817,0.008122,0.024396,0.193479,0.036976,18.372,4.484,23.443
1701,91.078,clean,0.534676,0.534676,0.002099,0.002076,0.044833,0.006436,0.013015,0.105448,0.010199,0.019369,0.231535,0.030314,17.838,4.467,22.876
1702,91.130,clean,0.487717,0.487717,0.002434,0.002832,0.038875,0.006873,0.014031,0.100083,0.014301,0.019394,0.283710,0.029751,17.257,4.467,22.238
1703,91.183,clean,0.520259,0.520259,0.002468,0.002658,0.038593,0.006734,0.016883,0.114799,0.011287,0.022655,0.227434,0.036231,17.540,4.469,22.544
1704,91.235,clean,0.550035,0.550035,0.002749,0.004631,0.016927,0.006042,0.034901,0.083215,0.010069,0.025205,0.226666,0.039561,17.212,4.475,22.205
1705,91.288,clean,0.609563,0.609563,0.002077,0.003548,0.013483,0.004384,0.028880,0.079481,0.007194,0.021591,0.194924,0.034875,18.144,4.488,23.107
1706,91.341,clean,0.582805,0.582805,0.002407,0.003411,0.020800,0.005552,0.028547,0.091196,0.008411,0.023582,0.197486,0.035803,17.697,4.465,22.714
1707,91.393,clean,0.619273,0.619273,0.001949,0.003129,0.013394,0.004362,0.027680,0.082450,0.006596,0.022399,0.185050,0.033719,17.270,4.539,22.384
1708,91.446,clean,0.517812,0.517812,0.002324,0.002082,0.056350,0.007000,0.012088,0.105977,0.011162,0.018984,0.238234,0.027987,17.971,4.456,22.933
1709,91.499,clean,0.565769,0.565769,0.002397,0.002717,0.028999,0.006082,0.023174,0.106210,0.008888,0.024649,0.192914,0.038202,17.734,4.460,22.682
1710,91.552,clean,0.670928,0.670928,0.001642,0.003317,0.007842,0.003287,0.034420,0.068702,0.004930,0.019612,0.154803,0.030516,17.863,4.465,22.821
1711,91.606,clean,0.600237,0.600237,0.002434,0.003794,0.016789,0.005327,0.034125,0.088943,0.008571,0.024513,0.177656,0.037611,17.657,4.474,22.706
1712,91.658,clean,0.596564,0.596564,0.002222,0.003662,0.014616,0.004894,0.030662,0.080073,0.008097,0.022316,0.200866,0.036028,16.849,4.460,21.820
1713,91.710,clean,0.598941,0.598941,0.002217,0.003034,0.019918,0.005194,0.026390,0.093620,0.008072,0.023175,0.183634,0.035807,17.439,4.468,22.444
1714,91.762,clean,0.647573,0.647573,0.001866,0.003439,0.010702,0.003872,0.032600,0.074865,0.005824,0.020101,0.169917,0.029240,17.487,4.479,22.547
1715,91.816,clean,0.558288,0.558288,0.002223,0.002558,0.028064,0.005602,0.019157,0.107637,0.008537,0.022889,0.209998,0.035048,18.261,4.455,23.185
1716,91.867,clean,0.537799,0.537799,0.002276,0.002032,0.055062,0.006935,0.013035,0.102527,0.011226,0.019041,0.220665,0.029403,17.536,4.492,22.487
1717,91.920,clean,0.596499,0.596499,0.002159,0.003322,0.017120,0.004918,0.026414,0.086492,0.008165,0.021535,0.197618,0.035758,17.473,4.446,22.403
1718,91.972,clean,0.553304,0.553304,0.002272,0.002294,0.045296,0.006567,0.015791,0.108255,0.010658,0.020359,0.203648,0.031558,17.333,4.437,22.276
1719,92.024,clean,0.526270,0.526270,0.002604,0.002889,0.039902,0.007559,0.021442,0.114773,0.011978,0.024010,0.209985,0.038587,17.295,4.450,22.237
1720,92.077,clean,0.598846,0.598846,0.002439,0.003616,0.017181,0.004804,0.027978,0.086905,0.009152,0.022048,0.191138,0.035892,17.631,4.465,22.629
1721,92.130,clean,0.589812,0.589812,0.002151,0.003898,0.012954,0.004820,0.032171,0.077202,0.007956,0.021967,0.212500,0.034568,17.951,4.495,23.017
1722,92.182,clean,0.603087,0.603087,0.002218,0.003464,0.016115,0.004880,0.028739,0.082859,0.008072,0.022351,0.195899,0.032316,17.579,4.451,22.515
1723,92.234,clean,0.517422,0.517422,0.002656,0.002789,0.044198,0.007781,0.020246,0.118409,0.011631,0.024917,0.212268,0.037680,17.407,4.511,22.454
1724,92.286,clean,0.588217,0.588217,0.002205,0.003708,0.013730,0.004559,0.027554,0.080422,0.007666,0.021358,0.215625,0.034955,17.617,4.457,22.616
